id	smiles	Mw	Qed	logP	Mr	HBD	HBA	RB	TPSA	AromaticRings	FractionCSP3
TKC052771	C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@H](O[C@H]3CO[C@@H](O[C@H]4CC[C@@]5(C)[C@@H](CC[C@]6(C)[C@@H]5CC[C@]57OC[C@@]8(CC[C@](C)(C=O)C[C@H]85)C(=O)C[C@]76C)C4(C)C)[C@H](O)[C@H]3O)O[C@H](CO)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O	4	5	9	16	20	24	27	32	33	40
TKC052775	C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@H](O[C@H]3CO[C@@H](O[C@H]4CC[C@@]5(C)[C@@H](CC[C@]6(C)[C@@H]5CC[C@]57OC[C@@]8(CC[C@](C)(CO)C[C@H]85)C(=O)C[C@]76C)C4(C)C)[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H]3O)O[C@H](CO)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O	4	5	9	16	20	24	27	32	33	40
TKC052777	C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@H](O[C@H]3CO[C@@H](O[C@H]4CC[C@@]5(C)[C@@H](CC[C@]6(C)[C@@H]5CC[C@]57OC[C@@]8(CC[C@](C)(CO)C[C@H]85)[C@H](O)C[C@]76C)C4(C)C)[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H]3O)O[C@H](CO)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O	4	5	9	16	20	24	27	32	33	40
TKC052778	CC1(C)[C@@H](O[C@@H]2OC[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2CC[C@]23OC[C@@]4(CC[C@](C)(C=O)C[C@H]42)[C@H](O)C[C@]31C	3	5	10	15	20	24	26	32	33	40
TKC052793	C[C@H]1O[C@@H](O[C@H]2CC[C@@]3(C)[C@@H](CC[C@]4(C)[C@@H]3C=C[C@]35OC[C@@]6(CCC(C)(C)C[C@H]63)[C@@H](O)C[C@]54C)C2(C)C)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O	3	5	10	15	19	23	26	31	33	40
TKC052841	C[C@H]1O[C@@H](O[C@H]2CC[C@@]3(C)[C@@H](CC[C@]4(C)[C@@H]3C=C[C@]35OC[C@@]6(CCC(C)(C)C[C@H]63)[C@H](O)C[C@]54C)[C@]2(C)CO)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O	3	5	10	15	19	23	26	32	33	40
TKC052848	CC(=O)OC[C@]1(C)[C@@H](O[C@@H]2O[C@H](C)[C@H](O)[C@H](O)[C@H]2O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C=C[C@]23OC[C@@]4(CCC(C)(C)C[C@H]42)[C@@H](O)C[C@]31C	3	5	10	15	18	22	25	31	33	40
TKC052854	C[C@H]1O[C@@H](O[C@H]2CC[C@@]3(C)[C@@H](CC[C@]4(C)[C@@H]3C=C[C@]35OC[C@@]6(CCC(C)(C)C[C@H]63)[C@@H](O)C[C@]54C)[C@]2(C)CO)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O	3	5	10	15	19	23	26	32	33	40
TKC052857	C[C@H]1O[C@@H](O[C@H]2CC[C@@]3(C)[C@@H](CC[C@]4(C)[C@@H]3C=C[C@]35OC[C@@]6(CCC(C)(C)C[C@H]63)[C@@H](O)C[C@]54C)[C@]2(C)CO)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O	3	5	9	15	20	24	26	32	33	40
TKC052893	CC1=C[C@@]2(C[C@H]([C@H]3CC[C@@]4(C)[C@@H]5CC[C@H]6C(C)(C)C(=O)C=C[C@@]67C[C@@]57CC[C@]34C)CO2)OC1=O	2	7	11	14	17	21	25	29	33	40
TKC053006	CC(=O)O[C@@H]1C[C@H]2C(C)(C)C(=O)C=C[C@]2(C)[C@H]2[C@H](O)C[C@]3(C)C(=CC[C@H]3[C@H]3CO[C@@H](C(C)(C)O)[C@H](O)C3)[C@]12C	2	6	10	14	18	22	25	30	33	40
TKC053007	CC(C)(O)[C@@H]1OC[C@H]([C@@H]2CC=C3[C@@]2(C)C[C@@H](O)[C@@H]2[C@@]4(C)C=CC(=O)C(C)(C)[C@@H]4CC(=O)[C@@]32C)C[C@H]1O	2	7	10	14	18	22	25	30	33	40
TKC053010	CC(=O)O[C@@H]1C[C@H]2C(C)(C)C(=O)C=C[C@]2(C)[C@H]2[C@H](O)C[C@]3(C)C(=CC[C@H]3[C@H]3COC(C)(C)[C@@H](O)[C@H](O)C3)[C@]12C	2	6	10	14	18	22	25	30	33	40
TKC053088	CC(C)=C[C@@H]1C[C@@H]([C@@H]2CC[C@]3(C)C4=CC[C@H]5C(C)(C)C(=O)CC[C@]5(C)[C@H]4CC[C@@]23C)CO1	2	7	11	14	17	21	25	29	33	40
TKC053096	CC(=O)O[C@@H](C[C@H](C)[C@@H]1CC[C@]2(C)C3=CC[C@H]4C(C)(C)C(=O)CC[C@]4(C)[C@H]3CC[C@@]12C)[C@@H]1OC1(C)C	2	6	11	14	17	21	26	29	33	40
TKC053101	CO[C@@H]1O[C@@H]([C@H](O)C(C)(C)O)C[C@H]1[C@@H]1CC[C@]2(C)C3=CC[C@H]4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]12C	2	7	11	14	18	22	25	30	33	40
TKC053105	CO[C@@H]1O[C@@H]([C@H](O)C(C)(C)O)C[C@H]1[C@@H]1CC[C@]2(C)C3=CC[C@H]4C(C)(C)[C@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@@]12C	2	6	11	15	17	22	26	30	33	40
TKC053116	CC(C)(O)[C@@H]1OC[C@H]([C@@H]2CC[C@]3(C)C4=CC[C@H]5C(C)(C)[C@H](O)CC[C@]5(C)[C@H]4CC[C@@]23C)C[C@H]1O	2	7	11	14	18	21	25	30	33	40
TKC053118	CC1(C)OC[C@H]([C@@H]2CC[C@]3(C)C4=CC[C@H]5C(C)(C)[C@H](O)CC[C@]5(C)[C@H]4CC[C@@]23C)C[C@@H](O)[C@@H]1O	2	7	11	14	18	21	25	30	33	40
TKC053152	C=C(C)C(=O)[C@H]1C[C@](C)(O)[C@H]2[C@@H](C[C@@]3(C)[C@@H]4CC=C5[C@@H](CC[C@H](O)C5(C)C)[C@]4(C)C(=O)C[C@]23C)O1	2	7	10	14	17	22	25	30	33	40
TKC053154	C/C(=C\[C@H]1C[C@](C)(O)[C@H]2[C@@H](C[C@@]3(C)[C@@H]4CC=C5[C@@H](CC[C@H](O)C5(C)C)[C@]4(C)C(=O)C[C@]23C)O1)CO	2	7	10	14	18	22	25	30	33	40
TKC053333	CO[C@@H]1O[C@@]2(CO)CC[C@@]13CC[C@]1(C)[C@H](C[C@@H](O)[C@@H]4[C@@]5(C)CC[C@H](O)[C@](C)(CO)[C@@H]5CC[C@]41C)[C@@H]3[C@]2(C)O	2	6	10	14	18	22	25	30	33	40
TKC053452	CC1=CC(=O)[C@@H](O)[C@@]2(C)[C@H]1CC(=O)[C@@]1(C)[C@H]3C(=O)O[C@H]([C@@H]3C)[C@H](O)[C@H]21	1	8	10	14	17	22	25	30	33	39
TKC053453	CC1=C[C@H](O)[C@@H](O)[C@@]2(C)[C@H]1CC(=O)[C@@]1(C)[C@H]3C(=O)O[C@H]([C@@H]3C)[C@H](O)[C@H]21	1	7	10	14	18	22	25	30	33	39
TKC053454	CC1=CC(=O)[C@@H](O)[C@@]2(C)[C@H]1C[C@@H](O)[C@@]1(C)[C@H]3C(=O)O[C@H]([C@@H]3C)[C@H](O)[C@H]21	1	7	10	14	18	22	25	30	33	39
TKC053455	CC1=CC(=O)[C@@H](O)[C@@]2(C)C1=CC(=O)[C@@]1(C)[C@H]3C(=O)O[C@H]([C@@H]3C)[C@H](O)[C@H]21	1	8	10	14	17	22	25	30	33	39
TKC053464	CC1=CC(=O)[C@@H](O)[C@]2(C)[C@H]3[C@@H](O)[C@@H]4OC(=O)[C@@H]([C@H]4C)[C@]3(C)C(=O)C[C@@]12O	1	7	9	14	18	22	25	31	33	39
TKC053505	COC(=O)CNC(=O)CC(C)(O)CC(=O)O[C@@H]1C[C@]2(C)C3=C(CC[C@H]2C(C)(C)[C@H]1O)[C@]1(C)CC[C@H]([C@H](C)CC[C@@H](O)C(C)(C)O)[C@@]1(C)[C@@H](O)C3	3	5	10	15	19	23	27	31	33	40
TKC053581	Cc1c(O)c(OC2OC(CO)C(O)C(O)C2O)cc2c1C=C[C@H]1[C@]3(C)C[C@@H](O)[C@H]([C@@](C)(O)C(=O)CCC(C)(C)O)[C@@]3(C)CC(=O)[C@@]21C	3	5	10	15	19	23	26	32	34	39
TKC053659	C[C@H]1[C@@H](O)[C@H](O)C[C@H]2[C@]3(C)CC[C@@]4(C)[C@@H]5CC(C)(C)CC[C@]5(C)CC[C@]4(C)[C@H]3CC[C@@]21C	2	7	11	14	17	21	25	29	33	40
TKC053662	C[C@H]1[C@@H](O)[C@H](O)C[C@H]2[C@]3(C)CC[C@@]4(C)[C@@H]5CC(C)(C)CC[C@]5(C)CC[C@]4(C)[C@H]3CC[C@@]21C	2	7	11	14	17	21	25	29	33	40
TKC053676	C[C@H]1C(=O)CC[C@H]2[C@]3(C)CC[C@@]4(C)[C@@H]5CC(C)(C)CC[C@]5(C)[C@H](O)C[C@]4(C)[C@H]3CC[C@@]21C	2	7	11	14	17	21	25	29	33	40
TKC053803	CC(C)=CCC/C(C)=C/CC/C(=C/Cc1cc(O)ccc1O)C(=O)OC[C@@](C)(O)[C@@H](O)CC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1CC3=O	3	5	12	16	18	22	28	31	34	39
TKC053811	CC(C)=CCC/C(C)=C/CC/C(=C/Cc1cc(O)ccc1O)C(=O)O[C@@H](CC[C@@H](C)[C@H]1CC[C@@]2(C)C3=CC[C@H]4C(C)(C)C(=O)CC[C@]4(C)C3=CC[C@]12C)[C@](C)(O)CO	3	5	12	16	18	22	28	31	34	39
TKC053815	CC(=O)O[C@@H]1C[C@H]2C(C)(C)C(=O)C=C[C@]2(C)[C@H]2CC[C@@]3(C)[C@H](c4ccoc4)OC(=O)[C@H]4O[C@]43[C@]12C	2	7	10	14	17	22	25	30	34	39
TKC053819	CC1(C)C(=O)C=C[C@@]2(C)[C@@H]3CC[C@@]4(C)[C@H](c5ccoc5)OC(=O)[C@H]5O[C@@]54[C@]3(C)[C@H](O)C[C@@H]12	2	7	10	14	17	22	25	30	34	39
TKC053820	CC1(C)C(=O)C=C[C@@]2(C)[C@H]1C[C@@H](OC(=O)c1ccccc1)[C@]1(C)[C@@H]2CC[C@@]2(C)[C@H](c3ccoc3)OC(=O)[C@H]3O[C@]321	2	6	11	14	17	22	25	30	35	38
TKC053821	CC1(C)C(=O)C=C[C@@]2(C)[C@H]1CC(=O)[C@]1(C)[C@@H]2CC[C@@]2(C)[C@H](c3ccoc3)OC(=O)[C@H]3O[C@]321	2	7	10	14	17	22	25	30	34	39
TKC053844	CC1=C[C@H](O)[C@@H](O)[C@@]2(C)[C@H]1C[C@H]1OC(=O)[C@H](O)[C@H]3[C@@H](C)[C@@H](O)[C@]4(O)OC[C@@]31[C@@H]24	1	6	9	14	18	22	25	31	33	40
TKC053850	C=C1[C@@H]2CC(=O)O[C@@H]3C[C@H]4C(C)=CC(=O)[C@@H](O)[C@]4(C)[C@@H]4[C@]23CO[C@@]4(O)[C@@H]1O	1	7	10	14	18	22	25	30	33	39
TKC053855	CC1=CC(=O)[C@@H](O)[C@@]2(C)[C@H]1C[C@H]1OC(=O)C[C@H]3[C@@H](C)[C@@H](O)[C@]4(O)OC[C@@]31[C@@H]24	1	7	10	14	18	22	25	30	33	40
TKC053862	CC1=CC(=O)[C@@H](O)[C@@]2(C)[C@H]1C[C@H]1OC(=O)[C@H](O)[C@H]3[C@@H](C)[C@@H](O)[C@@]4(O)OC[C@@]31[C@@H]24	1	6	9	14	18	22	25	31	33	40
TKC053865	CC(=O)O[C@H]1C(=O)O[C@@H]2C[C@H]3C(C)=CC(=O)[C@@H](O)[C@]3(C)[C@@H]3[C@@]24CO[C@@]3(O)[C@H](O)[C@H](C)[C@H]14	2	7	9	14	18	22	25	31	33	39
TKC053870	CC[C@](C)(O)C(=O)O[C@H]1C(=O)O[C@@H]2C[C@H]3C(C)=C[C@H](O)[C@@H](O)[C@]3(C)[C@@H]3[C@@]24CO[C@@]3(O)[C@H](O)[C@H](C)[C@H]14	2	6	9	14	18	23	25	31	33	40
TKC053874	CC1=CC(=O)[C@@H](O)[C@@]2(C)[C@H]1C[C@H]1OC(=O)[C@H](O)[C@H]3[C@@H](C)[C@@H](O)[C@]4(O)OC[C@@]31[C@@H]24	1	6	9	14	18	22	25	31	33	40
TKC053875	CC(=O)O[C@H]1C(=O)O[C@@H]2C[C@H]3C(C)=CC(=O)[C@@H](O)[C@]3(C)[C@@H]3[C@@]24CO[C@@]3(O)[C@H](O)[C@H](C)[C@H]14	2	7	9	14	18	22	25	31	33	39
TKC053877	CC[C@](O)(CC(=O)O[C@H]1C(=O)O[C@@H]2C[C@H]3C(C)=CC(=O)[C@@H](O)[C@]3(C)[C@@H]3[C@@]24CO[C@@]3(O)[C@H](O)[C@H](C)[C@H]14)C(C)C	2	6	10	14	18	23	26	31	33	40
TKC053881	CC[C@@H](C)C(=O)O[C@H]1C(=O)O[C@@H]2C[C@H]3C(C)=CC(=O)[C@@H](O)[C@]3(C)[C@@H]3[C@@]24CO[C@@]3(O)[C@H](O)[C@H](C)[C@H]14	2	7	10	14	18	22	25	31	33	40
TKC053916	CC1(C)CC[C@]2(C)CC[C@]3(C)[C@H]4CC=C5[C@@H](CC[C@H](O)C5(C)C)[C@]4(C)CC[C@@]3(C)[C@@H]2C1	2	6	12	14	17	21	25	29	33	40
TKC053969	CC(C)(O)CC/C=C(/CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1CC[C@@H]1C3=C(CC[C@]12C)C(C)(C)[C@@H]1CC[C@H]3O1	3	6	10	15	18	22	26	31	33	40
TKC053970	COC(C)(C)CCC[C@@](O)(CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1CC[C@@H]1C3=C(CC[C@]12C)C(C)(C)[C@@H]1CC[C@H]3O1	3	6	10	15	18	22	27	31	33	40
TKC054027	C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3CC[C@@]4(C)[C@@H](CC[C@]5(C)[C@@H]4CC=C4[C@@H]6CC(C)(C)CC[C@]6(C(=O)O[C@@H]6O[C@H](CO[C@@H]7O[C@H](C)[C@@H](O[C@@H]8O[C@@H](C)[C@H](O)[C@@H](O)[C@H]8O)[C@H](O)[C@H]7O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@@H](O)[C@H](O)[C@H]6O)CC[C@]45C)[C@]3(C)CO)OC[C@H](O)[C@@H]2O)[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O	4	5	9	16	20	24	28	32	33	40
TKC054258	C[C@@H]1O[C@@H](O[C@H]2CC[C@@]3(C)[C@@H](CC[C@]4(C)[C@@H]3CC=C3[C@H]5CC(C)(C)CC[C@]5(C(=O)O)CC[C@]34C)[C@]2(C)CO)[C@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	3	5	10	15	19	23	26	32	33	40
TKC054262	C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@@H](O)CO[C@@H]2O[C@H]2CC[C@@]3(C)[C@@H](CC[C@]4(C)[C@@H]3CC=C3[C@@H]5CC(C)(C)CC[C@]5(C(=O)O)CC[C@]34C)[C@]2(C)CO)[C@H](O)[C@H](O)[C@H]1O	3	5	10	15	19	23	26	31	33	40
TKC054264	C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2O[C@H]2CC[C@@]3(C)[C@@H](CC[C@]4(C)[C@@H]3CC=C3[C@@H]5CC(C)(C)CC[C@]5(C(=O)O)CC[C@]34C)[C@]2(C)CO)[C@H](O)[C@H](O)[C@H]1O	3	5	10	15	19	23	26	32	33	40
TKC054329	CC(=O)O[C@@H]1CO[C@@H](O[C@@H]2[C@@H](O)[C@H](C)O[C@@H](O[C@H]3[C@H](O[C@H]4CC[C@@]5(C)[C@@H](CC[C@]6(C)[C@@H]5CC=C5[C@@H]7CC(C)(C)CC[C@]7(C(=O)O)CC[C@]56C)[C@]4(C)CO)OC[C@H](O)[C@@H]3O)[C@@H]2O)[C@H](O)[C@H]1OC(C)=O	3	5	10	16	19	24	27	32	33	40
TKC054445	CC(C)(O)[C@H](O)CC[C@@H](CO)[C@H]1CC[C@@]2(C)C3=C(C[C@H](O)[C@]12C)[C@@]1(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]1CC3=O	2	6	10	14	19	22	26	31	33	40
TKC054471	C/C(=C\CC/C=C(\C)CC/C=C(\C)CC[C@@H](O)C(C)(C)O)CC/C=C(\C)CC[C@@H](O)C(C)(C)O	2	5	11	14	18	21	28	30	33	39
TKC054530	C=C1[C@@H]([C@@]2(C)C=CC(=O)O[C@]3(C)COC(=O)C[C@@H]32)[C@@H](OC=O)[C@H](OC(=O)[C@H](O)[C@H](C)CC)[C@@]2(C)[C@H](c3ccoc3)C[C@H](OC(C)=O)[C@]12O	3	5	10	15	17	23	26	31	34	39
TKC054537	CO[C@@H]1[C@@H](O)[C@H](O[C@H]2[C@H](O)CO[C@@H](O[C@@H]3[C@@H](C)O[C@@H](O[C@H]4[C@H](O[C@H]5CC[C@]6(C)[C@H]7CC[C@]89C(=O)O[C@@](C)(CCC=C(C)C)[C@H]8[C@@H](OC(C)=O)C[C@@]9(C)C7=CC[C@H]6C5(C)C)OC[C@@H](OS(=O)(=O)O)[C@@H]4O)[C@H](O)[C@H]3O)[C@@H]2O)O[C@H](CO)[C@H]1O	4	5	10	16	20	24	28	32	33	40
TKC054685	CO[C@@H]1[C@@H](O)[C@H](O[C@@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](C)O[C@@H](O[C@H]4[C@H](O[C@H]5CC[C@]6(C)C7=C[C@H](O)[C@@]89C(=O)O[C@@](C)(CCCC(C)C)[C@H]8CC[C@@]9(C)[C@@H]7CC[C@H]6C5(C)C)OC[C@@H](OS(=O)(=O)O)[C@@H]4O)[C@H](O)[C@H]3O)O[C@H](CO)[C@H]2O)O[C@H](CO)[C@H]1O	4	5	9	16	20	24	28	32	33	40
TKC054769	CC(C)(O)[C@@H]1CC[C@@]2(C)[C@H]1[C@@H](O)C[C@]1(C)[C@@H]2CC[C@@H]2[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3[C@@H](O)C[C@]21C	2	7	11	14	18	21	25	30	33	40
TKC054803	CC(C)(O)[C@H]1CC[C@@]2(C)[C@H]1C[C@H](O)[C@]1(C)[C@@H]2CC[C@@H]2[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3C[C@H](O)[C@]21C	2	7	11	14	18	21	25	30	33	40
TKC054804	CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](C[C@H](O)[C@]3(C)[C@@H]2CC[C@@H]2[C@@]4(C)CC[C@H](C(C)(C)O)[C@@H]4C[C@H](O)[C@]23C)C1(C)C	2	7	11	14	18	22	25	30	33	40
TKC054807	CC(C)(O)[C@H]1CC[C@@]2(C)[C@H]1CC[C@]1(CO)[C@@H]2C[C@@H](O)[C@@H]2[C@@]3(C)CCCC(C)(C)[C@@H]3[C@H](O)C[C@]21C	2	7	11	14	18	21	25	30	33	40
TKC054808	CC(C)(O)[C@H]1CC[C@@]2(C)[C@H]1CC[C@]1(C=O)[C@@H]2C[C@@H](O)[C@@H]2[C@@]3(C)CCCC(C)(C)[C@@H]3[C@H](O)C[C@]21C	2	7	11	14	18	21	25	30	33	40
TKC054920	C=C(C)[C@@H]1C=CC2=C3CC[C@@](C)([C@H](C)CC(=O)[C@H]4CC(CCC=C(C)C)=CC[C@]4(C)C(=O)O)[C@]3(C)CC[C@H]2[C@@]1(C)CCC(=O)O	3	6	12	15	17	22	27	30	33	39
TKC054921	C=C(C)[C@@H]1C=CC2=C3CC[C@@](C)([C@H](C)CC(=O)[C@@H]4CC=C(CCC=C(C)C)C[C@@]4(C)C(=O)O)[C@]3(C)CC[C@H]2[C@@]1(C)CCC(=O)O	3	6	12	15	17	22	27	30	33	39
TKC054932	C=C(C)[C@@H]1CC=C2[C@@H](CC[C@]3(C)[C@@H]([C@H](C)C[C@@H]4C[C@@H](C)C(=O)O4)CC[C@@]23C)[C@@]1(C)CCC(=O)OC	2	6	11	14	17	21	26	29	33	40
TKC054935	C[C@@H]1C[C@@]2(C[C@@H](C)[C@@]3(CC[C@@]4(C)C(=O)[C@@]5(CC[C@@]43C)[C@@H](O)C[C@H]3C(C)(C)C(=O)CC[C@@]35C)O2)OC1=O	2	7	10	14	17	22	25	30	33	40
TKC054958	CC(C)=CC(=O)O[C@H]1[C@H]2OC(=O)C[C@H]3[C@@H](C)[C@@H](O)[C@@]4(O)OC[C@]23[C@H]4[C@]2(C)[C@@H]1C(C)=CC(=O)[C@@H]2O	2	6	10	14	18	22	25	31	33	39
TKC054961	CC(C)=CC(=O)O[C@@H]1[C@H]2C(C)=C[C@H](O)[C@@H](O)[C@]2(C)[C@@H]2[C@]34CO[C@@]2(O)[C@H](O)[C@H](C)[C@@H]3CC(=O)O[C@H]14	2	6	10	14	18	22	25	31	33	39
TKC055009	CC(=O)N[C@H]1[C@H](O[C@H]2[C@H](O[C@H]3CC[C@]4(C)C5=CC[C@@]6(C)[C@@H](CC[C@@H]6[C@H](C)CC(=O)C=C(C)C)C5=CC[C@H]4C3(C)C)OC[C@@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3NC(C)=O)[C@@H]2O)O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O	4	5	9	16	20	24	28	32	33	40
TKC055012	CC(=O)N[C@H]1[C@H](O[C@H]2[C@H](O[C@H]3CC[C@]4(C)C5=C(CC[C@H]4C3(C)C)C3=CC[C@H]([C@H](C)CC(=O)C=C(C)C)[C@@]3(C)CC5)OC[C@@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3NC(C)=O)[C@@H]2O)O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O	4	5	9	16	20	24	28	32	33	40
TKC055030	CC1=C(O)C(=O)C[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2CC=C2[C@@H]3CC(C)(C)CC[C@@H]3C(=O)C[C@]21C	2	7	11	14	17	21	25	29	33	39
TKC055038	C/C(=C\CC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C([C@@H](O)C[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1CC3=O)C(=O)O	2	7	11	14	17	22	26	30	33	39
TKC055144	CC(=O)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CCC(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](OS(=O)(=O)O)[C@H]2O)C(C)(C)[C@@H]1CC3	3	6	10	14	18	23	26	31	33	40
TKC055152	C=C(C)CCC[C@]1(C)OC(=O)[C@]23CC=C4[C@@H](CC[C@H]5C(C)(C)[C@@H](O[C@@H]6OC[C@@H](OS(=O)(=O)O)[C@H](O)[C@H]6O[C@H]6O[C@H](C)[C@@H](O)[C@H](O)[C@H]6O)CC[C@]45C)[C@]2(C)CC(=O)[C@H]13	3	5	10	15	18	24	27	32	33	40
TKC055159	C=C(C)CCC[C@]1(C)OC(=O)[C@]23CC=C4[C@@H](CC[C@H]5C(C)(C)[C@@H](O[C@@H]6OC[C@@H](OS(=O)(=O)O)[C@H](O)[C@H]6O[C@@H]6O[C@H](C)[C@@H](O[C@@H]7O[C@H](COS(=O)(=O)O)[C@@H](O)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](OC)[C@H]8O)[C@H]7O)[C@H](O)[C@H]6O[C@@H]6OC[C@@H](O)[C@H](O)[C@H]6O)CC[C@]45C)[C@]2(C)CC(=O)[C@H]13	4	5	9	16	20	24	28	32	33	40
TKC055171	C=C(C)CCC[C@]1(C)OC(=O)[C@]23CC=C4[C@@H](CC[C@H]5C(C)(C)[C@@H](O[C@@H]6OC[C@@H](OS(=O)(=O)O)[C@H](O)[C@H]6O[C@H]6O[C@H](C)[C@H](O[C@@H]7O[C@H](COS(=O)(=O)O)[C@@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)CC[C@]45C)[C@]2(C)CC(=O)[C@H]13	4	5	10	16	19	24	28	32	33	40
TKC055183	CC(C)CCC[C@]1(C)OC(=O)[C@]23CC=C4[C@@H](CC[C@H]5C(C)(C)[C@@H](O[C@@H]6OC[C@@H](OS(=O)(=O)O)[C@H](O)[C@H]6O[C@H]6O[C@H](C)[C@@H](O)[C@H](O)[C@H]6O)CC[C@]45C)[C@]2(C)CC(=O)[C@H]13	3	5	10	15	18	24	27	32	33	40
TKC055186	CO[C@@H]1[C@@H](O)[C@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3[C@H](O)[C@@H](O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)[C@H](O[C@H]4[C@H](O[C@H]5CC[C@]6(C)C7=CC[C@]89C(=O)O[C@@](C)(CCCC(C)C)[C@H]8C(=O)C[C@@]9(C)[C@@H]7CC[C@H]6C5(C)C)OC[C@@H](OS(=O)(=O)O)[C@@H]4O)O[C@@H]3C)O[C@H](COS(=O)(=O)O)[C@H]2O)O[C@H](CO)[C@H]1O	4	5	9	16	20	24	28	32	33	40
TKC055189	CC(C)CCC[C@]1(C)OC(=O)[C@]23CC=C4[C@@H](CC[C@H]5C(C)(C)[C@@H](O[C@@H]6OC[C@@H](OS(=O)(=O)O)[C@H](O)[C@H]6O[C@H]6O[C@H](C)[C@H](O[C@@H]7O[C@H](COS(=O)(=O)O)[C@@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)CC[C@]45C)[C@]2(C)CC(=O)[C@H]13	4	5	10	16	19	24	28	32	33	40
TKC055244	CC(C)=CCC[C@@H](C)[C@H]1CC[C@]23C(=O)O[C@]4(CC[C@]12C)C3=CC[C@H]1C(C)(C)[C@@H](O)CC[C@@]14C	2	6	11	14	17	21	25	29	33	40
