id	smiles	Mw	Qed	logP	Mr	HBD	HBA	RB	TPSA	AromaticRings	FractionCSP3
TKC206811	C[C@@]12C[C@H]3OC(=O)[C@@H]1CO[C@]14O[C@@]5([C@H]2C1=O)[C@@]3(C)OC(=O)[C@@]5(O)CC[C@H]1[C@H]4C[C@H]2O[C@]23CC=CC(=O)[C@]13C	2	6	10	14	17	23	25	31	33	39
TKC206815	C[C@H](O)[C@@]1(O)CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	1	8	10	14	18	21	25	30	33	40
TKC206816	CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C	1	8	10	14	17	21	25	29	33	40
TKC206830	C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O[C@@H]6O[C@H](CO)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O[C@@H]8OC[C@@H](O)[C@H](O)[C@H]8O)[C@H]7O[C@@H]7O[C@H](CO)[C@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)CC[C@]5(C)[C@H]4CC[C@@]32C)O[C@]12CC[C@@H](C)CO2	4	5	9	16	20	24	27	32	33	40
TKC206836	C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4CC=C5C[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)CC[C@]5(C)[C@H]4CC[C@@]32C)O[C@]12CC[C@@H](C)CO2	3	5	10	15	19	23	26	31	33	40
TKC206847	CC(=O)O[C@H]1[C@H]2[C@H]([C@@H]3[C@@H](O)[C@@H]4[C@H]([C@H](C)[C@H]5O[C@]56OC(=O)[C@@](C)(O)[C@]46C)[C@@]3(C)[C@H]1OC(C)=O)[C@@H](O)C(=O)[C@H]1C[C@@H]3O[C@@H]3[C@H](OC(C)=O)[C@@]12C	3	6	10	15	18	23	25	32	33	40
TKC206848	CC(=O)O[C@H]1[C@H]2[C@H]([C@@H]3[C@@H](OC(C)=O)[C@@H]4[C@H]([C@H](C)[C@H]5O[C@]56OC(=O)[C@@](C)(O)[C@]46C)[C@@]3(C)[C@H]1OC(C)=O)[C@@H](O)C(=O)[C@H]1C[C@@H]3O[C@@H]3[C@H](OC(C)=O)[C@@]12C	3	6	10	15	17	24	25	32	33	40
TKC206853	C[C@]12[C@H](O)C[C@H]3[C@@H](CC[C@H]4C[C@H](O)CC[C@@]43CO)[C@@]1(O)CC[C@@H]2C1=CC(=O)OC1	2	7	10	14	18	22	25	30	33	40
TKC206859	CC1=C(C)C(=O)O[C@@H]([C@](C)(O)[C@]2(O)CC[C@@]3(O)[C@@H]4CC=C5[C@H](O)C=CC(=O)[C@]5(C)[C@H]4CC[C@]23C)C1	2	6	10	14	18	22	25	31	33	39
TKC206860	CC1=C(C)C(=O)O[C@@H]([C@](C)(O)[C@]2(O)CC[C@@]3(O)[C@@H]4C[C@H]5O[C@]56[C@H](O)C=CC(=O)[C@]6(C)[C@H]4CC[C@]23C)C1	2	6	10	14	18	22	25	31	33	39
TKC206864	CC(=O)OC[C@]12CC[C@H]3[C@@H](C[C@H]4O[C@]45CC=CC(=O)[C@]35C)[C@]1(O)CC[C@@]2(O)[C@@](C)(O)[C@H]1CC(C)=C(C)C(=O)O1	2	6	10	14	18	22	25	31	33	39
TKC206866	CC[C@@H](C(C)C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC(=O)[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@@]21C	2	7	10	14	18	22	26	30	33	40
TKC206867	C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@H](O)CC[C@@]43C=O)[C@@]1(O)CC[C@@H]2c1ccc(=O)oc1	2	8	10	14	17	22	25	30	34	39
TKC206868	CO[C@@H]1[C@H](O)[C@H](C)O[C@@H](O[C@H]2C[C@@H](O)[C@]3(C)[C@H]4CC[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@@H]3C2)[C@@H]1O	2	6	10	14	18	22	25	31	33	40
TKC206869	C[C@H]1O[C@@H](O[C@H]2CC[C@]3(C)[C@H]4CC[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@@H](O)[C@H]1O	2	6	10	14	18	22	25	31	33	40
TKC206870	C[C@H]1O[C@@H](O[C@H]2CC[C@]3(C)[C@H]4CC[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)C[C@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	3	5	10	15	19	23	26	32	33	40
TKC206872	C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2C[C@@H](O)[C@]2(C)[C@@H](C3=CC(=O)OC3)CC[C@]12O	1	7	10	14	18	22	25	30	33	40
TKC206874	CO[C@H]1C[C@H](O[C@H]2CC[C@]3(C)[C@H]4CC[C@]5(C)[C@@H](C6=CC(=O)OC6)[C@@H](OC(C)=O)C[C@]5(O)[C@@H]4CC[C@@H]3C2)O[C@@H](C)[C@@H]1O	2	6	10	14	17	22	26	31	33	40
TKC206875	CO[C@H]1[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](C)O[C@@H](O[C@H]2CC[C@]3(C)[C@H]4CC[C@]5(C)[C@@H](C6=CC(=O)OC6)[C@@H](OC(C)=O)C[C@]5(O)[C@@H]4CC[C@@H]3C2)[C@@H]1O	3	5	10	15	19	24	26	32	33	40
TKC206876	C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C3=CC(=O)OC3)[C@@H](O)C[C@]12O	1	7	10	14	18	22	25	30	33	40
TKC206877	CO[C@H]1[C@@H](O[C@@H]2O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@H](C)O[C@@H](O[C@H]2CC[C@]3(C)[C@H]4CC[C@]5(C)[C@@H](C6=CC(=O)OC6)[C@@H](OC(C)=O)C[C@]5(O)[C@@H]4CC[C@@H]3C2)[C@@H]1O	3	5	9	15	20	24	27	32	33	40
TKC206878	CO[C@H]1[C@@H](O)[C@H](C)O[C@@H](O[C@H]2CC[C@]3(C)[C@H]4CC[C@]5(C)[C@@H](C6=CC(=O)OC6)[C@@H](O)C[C@]5(O)[C@@H]4CC[C@@H]3C2)[C@@H]1O	2	6	10	14	18	22	25	31	33	40
TKC206881	C[C@@H]1O[C@@H](O[C@H]2CC[C@]3(CO)[C@H]4CC[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@@H]3C2)[C@H](O)[C@H](O)[C@H]1O	2	6	10	14	18	22	25	31	33	40
TKC206884	C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O	2	7	10	14	18	22	25	30	33	40
TKC206886	COc1ccc(C(=O)O[C@H]2[C@H](O[C@H]3[C@@H](O)CO[C@@H](O[C@H]4C[C@H]5[C@@H]6CC=C7C[C@@H](O)CC[C@]7(C)[C@H]6CC[C@]5(C)[C@@]4(O)[C@H](C)C(=O)CCC(C)C)[C@@H]3OC(C)=O)OC[C@@H](O)[C@@H]2O)cc1	3	5	10	15	18	24	27	32	34	39
TKC206889	C[C@]12CC[C@H]3[C@@H](CC[C@@]4(O)C[C@@H](O)CC[C@]34C=O)[C@]1(O)CC[C@@H]2C1=CC(=O)OC1	2	7	10	14	18	22	25	30	33	40
TKC206890	C[C@@H]1O[C@@H](O[C@H]2CC[C@]3(C=O)[C@H]4CC[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O	2	5	10	14	18	23	25	31	33	40
TKC206902	C[C@]12CC[C@@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](c3ccc(=O)oc3)C[C@@H]3O[C@]312	1	8	10	14	17	21	25	30	34	39
TKC206915	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@H](O)CC1=C[C@@H]3O	2	7	11	14	17	21	26	29	33	40
TKC206916	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@H](O)C[C@@]12O[C@H]2[C@@H]3O	2	7	11	14	17	21	26	29	33	40
TKC206929	C=C1CC[C@H]2[C@](C)(C(=O)O)CCC[C@]2(C)[C@H]1C/C=C(\C)[C@@H]1C[C@@H]2C[C@H]3C(C)(C)CCC[C@]3(C)c3ccc(O)c(c32)O1	2	6	12	15	17	21	25	30	34	39
TKC206930	C=C1CC[C@H]2[C@](C)(C(=O)O)CCC[C@]2(C)[C@H]1C/C=C(\C)[C@H]1C[C@H]2C[C@H]3C(C)(C)CCC[C@]3(C)c3ccc(O)c(c32)O1	2	6	12	15	17	21	25	30	34	39
TKC206931	C=C(C(=O)OC)[C@H]1CC[C@@]2(C)O[C@@H]2CC/C(C)=C/CC[C@@]2(C)O[C@H]2C1	1	6	10	14	17	21	25	29	33	39
TKC206932	C=C(CC[C@@H](C)[C@H]1CC[C@H]2C3=C(C(=O)C[C@@]21C)[C@@]1(C)CCC(=O)[C@@H](C)[C@@H]1C[C@@H]3O)C(C)C(=O)O	2	7	11	14	17	22	26	30	33	39
TKC206935	C=C(CC[C@@H](C)[C@H]1CC[C@H]2C3=C(C(=O)C[C@@]21C)[C@@]1(C)CCC(=O)[C@@H](C)[C@@H]1C[C@H]3O)C(C)C(=O)O	2	7	11	14	17	22	26	30	33	39
TKC206937	COC(=O)C1=CO[C@@H]2O[C@H]3/C(=C\c4ccc(OC(C)=O)cc4)C(=O)O[C@]34C=C[C@H]1[C@H]24	2	6	10	14	17	22	25	30	34	38
TKC206957	CCC(=O)OC1=C(C)[C@@H]2C[C@H]3OC(=O)[C@H](OC(=O)CC)[C@H]4[C@]5(C(=O)OC)OC[C@@]43[C@H]([C@@H](O)[C@@H]5O)[C@@]2(C)CC1=O	2	6	10	14	17	23	26	31	33	39
TKC206969	CO[C@H]1C[C@H](O[C@H]2[C@@H](OC)[C@@H](O)[C@H](O[C@H]3CC[C@@]4(C)C(=CC[C@H]5C(=O)O[C@@H]6CO[C@]7(C)OC=C(CC[C@@H]54)[C@H]67)C3)O[C@@H]2C)O[C@@H](C)[C@H]1O[C@H]1C[C@H](OC)[C@H](O)[C@@H](C)O1	3	6	10	15	17	24	26	31	33	40
TKC206974	CC(=O)O[C@@H]1C=C(C=O)[C@@](O)(C=O)[C@@]2(C)CCCC(C)(C)[C@H]12	1	8	10	13	17	22	25	30	33	39
TKC206999	CC(C)CCC[C@H](C)[C@H]1CCC(C2C[C@@H](O)[C@@H]3C[C@H](O)[C@@H](O)C[C@]3(CO)C2=O)[C@]1(C)CCO	2	6	10	14	18	22	26	30	33	40
TKC207002	C/C=C(/C)C(=O)O[C@H]1[C@H](OC(=O)C(C)CC)[C@@]2(CO)[C@@H](CC1(C)C)C1=CC[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)[C@@H](O)[C@H]2O	3	5	11	15	18	22	26	31	33	40
TKC207024	COC1=C(C)C(=O)C2=C(O[C@]3(CC[C@@H]4C[C@@H]3C4(C)C)C[C@@H]2C(C)C)C1(C)C	1	8	11	14	17	21	25	29	33	39
TKC207032	CC(C)=CC(=O)C[C@]1(C)[C@H]2CC[C@H](C)[C@@]3(O)CC[C@H](C)[C@@H]3[C@H]21	1	8	10	14	17	21	25	29	33	40
TKC207036	CC(=O)N[C@H]1[C@H](O[C@H]2CC[C@@]3(C)[C@@H](CC[C@]4(C)[C@@H]3CC=C3[C@@H]5CC(C)(C)CC[C@]5(C(=O)O)CC[C@]34C)C2(C)C)O[C@H](CO)[C@H](O)[C@@H]1O	3	6	11	15	18	22	26	31	33	40
TKC207040	C/C1=C\C2=C(C[C@H](C)C2=O)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](C)C[C@@H]2[C@H](C[C@H]1O)[C@@]2(C)CO	2	6	10	14	19	22	25	31	33	40
TKC207045	CC(C)[C@H](C)/C=C/[C@@H](C)C1CC[C@H]2[C@@]34C=C[C@]5(C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C)OO4	2	7	11	14	17	21	25	29	33	40
TKC207046	CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@]34C=C[C@]5(C[C@@H](O)CC[C@]5(C)[C@@H]3CC[C@]12C)OO4	2	7	11	14	17	21	25	29	33	40
TKC207047	CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@]34C=C[C@]5(C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@]12C)OO4	2	7	11	14	17	21	25	29	33	40
TKC207076	C=C1C(=O)[C@@]23CC[C@@H]4C(C)(C)[C@@H](O)CC[C@@]4(C)[C@@H]2[C@@H](OC(C)=O)C[C@]1(O)C3	1	7	10	14	17	22	25	30	33	40
TKC207089	CO[C@H]1CC[C@]2(C)C3=CC[C@@]4(C)C(CC[C@@H]4[C@@H](C)CC[C@@H](C)C(C)C)C(=CCC2C1)O3	2	7	12	14	17	21	26	29	33	40
TKC207118	C/C=C(\CO)CC[C@@H](C)[C@H]1CC[C@H]2C3=C(C(=O)C[C@@]21C)[C@@]1(C)CC[C@@H](O)[C@](C)(O)[C@@H]1C[C@@H]3O	2	7	10	14	18	22	26	30	33	40
TKC207119	C/C=C(/CO)CC[C@@H](C)[C@H]1CC[C@H]2C3=C(C(=O)C[C@@]21C)[C@@]1(C)CC[C@@H](O)[C@](C)(O)[C@@H]1C[C@@H]3O	2	7	10	14	18	22	26	30	33	40
TKC207137	C=C(C)[C@]1(OC(=O)/C=C\C=C\CCCCCCCCC)C[C@@H](C)[C@]2(O)[C@@H]3C=C(C)C(=O)[C@@]3(O)[C@H](O)[C@@]3(CO)O[C@H]3[C@H]2[C@H]1O	3	5	10	15	18	22	27	31	33	39
TKC207167	C=C(C(=O)O)[C@H]1C[C@@]2(C)C(=C1C(=O)O)CCC[C@@H]2C	1	8	10	13	17	21	25	30	33	39
TKC207179	COC(=O)C1=CC[C@]2(OC(C)=O)[C@H]3CC[C@]2(C[C@H]1O)C(=O)O[C@]3(C)/C=C/C=C(\C)C(=O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	3	5	9	14	18	23	26	32	33	39
TKC207180	CC1=CC(=O)[C@@H](O)[C@@]2(C)[C@H]1[C@@H](O)C(=O)[C@@]1(C)[C@H]3C(=O)O[C@H]([C@@H]3C)[C@H](O)[C@@H]12	1	7	9	14	18	22	25	31	33	39
TKC207187	CC1=CC(=O)/C2=C(\CO)[C@@H](O)C[C@H]3[C@@]4(CC[C@]3(C)C[C@H]12)O[C@@H](/C=C(\C)CO)C[C@@H]4C	2	8	10	14	18	22	25	30	33	39
TKC207191	C=C1C2C(C[C@@H]1OC(C)=O)C(C)=C[C@@H](OC(=O)C(C)(OC(C)=O)C(C)OC(C)=O)[C@H]1C(=C)C(=O)O[C@@H]21	2	6	10	14	17	23	26	31	33	38
TKC207203	C=C[C@@](C)(O)CC/C=C(\C)C(=O)O[C@@H]1[C@@H](C)O[C@@H](O[C@](C)(C=C)CCCC(C)C(=O)O[C@H]2C[C@]3(C(=O)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O[C@@H]5O[C@@H](CO)[C@H](O)[C@H]5O)[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O)CC[C@]4(C)C(=CC[C@@H]5[C@@]6(C)CC[C@H](O[C@@H]7O[C@H](CO[C@@H]8O[C@H](C)[C@H](O)[C@H](O)[C@H]8O[C@@H]8OC[C@@H](O)[C@H](O)[C@H]8O)[C@@H](O)[C@H](O)[C@H]7O)C(C)(C)[C@@H]6CC[C@]54C)[C@@H]3CC2(C)C)[C@H](O)[C@H]1O	4	5	9	16	20	24	28	32	33	40
TKC207223	CC1=C(C=O)C(C)(C)[C@H](CC[C@H]2CC[C@]3(OC2)O[C@@]2(O)CC[C@]3(C)OC2(C)C)CC1	2	8	10	14	17	22	25	30	33	40
TKC207238	C=C1[C@@H]2C[C@@H]3C(=CC[C@H]4C(C)(C)[C@H](OC(C)=O)CC[C@]34C)[C@]2(C)CC[C@@H]1[C@H](C)CC(=O)/C=C(\C)C(=O)O	2	6	11	14	17	22	26	30	33	39
TKC207239	COC(=O)[C@]12OC[C@@]34[C@H]1[C@@H](OC(C)=O)C(=O)O[C@@H]3C[C@H]1C(C)=C(OC(C)=O)C(=O)C[C@]1(C)[C@H]4[C@@H](O)[C@@H]2O	2	6	9	14	17	23	25	31	33	39
TKC207255	C[C@@]12CC[C@@H]3C(=C[C@H]4OC(=O)[C@]5(C)[C@H]4[C@]34CC[C@@]5(O)OC4)[C@]1(O)OC[C@H]2O	1	7	10	14	18	22	25	30	33	40
TKC207259	C=CC(=C)CCC1(C)C(C)CC(=O)C23C(=C[C@H](OC(=O)CC)CC12)[C@@H](OC(C)=O)O[C@H]3OC(C)=O	2	6	10	14	17	22	26	30	33	39
TKC207260	CC1=CCC[C@@H]2[C@]1(C)CC[C@H](C)[C@@]2(C)CC1=CC(=O)C=C(NCCc2ccccc2)C1=O	2	7	11	14	17	21	26	29	34	38
TKC207262	C=C(C(=O)O)[C@@H]1CC=C2[C@H](O)CC[C@H](C)[C@@]2(C)C1	1	7	10	13	17	21	25	29	33	39
TKC207287	C=C1CC[C@@H](CCO)C(C)(C)[C@H]1C/C=C1/C(=O)OC[C@@H]1O	1	7	10	14	17	21	25	30	33	39
TKC001522	C=C/C(C)=C/C[C@@]1(C)[C@@H]2C[C@@H](OC(=O)C(C)CC)C=C(C=O)[C@]2(C=O)[C@@H](OC)C[C@H]1C	2	6	10	14	17	22	26	30	33	39
TKC001898	C=C1CC[C@H]2[C@@](C)(CC[C@@H](O)[C@@]2(C)CO)[C@@H]1CCC1=CCOC1=O	1	8	10	14	17	21	25	30	33	39
TKC001930	C=C1CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1/C=C/C1=CCOC1=O	1	8	10	14	17	21	25	30	33	39
TKC003302	C=C/C(C)=C/C[C@@]1(C)[C@@H]2C[C@@H](OC(=O)C(C)C)C=C3C(OC(C)=O)OC(OC(C)=O)[C@]32[C@@H](OC(=O)c2ccccc2)C[C@H]1C	3	5	11	15	17	22	26	30	34	38
TKC003322	C=C/C(C)=C/C[C@@]1(C)[C@@H]2C[C@@H](OC(=O)C(C)CC)C=C3C(OC(C)=O)OC(OC(C)=O)[C@]32[C@@H](OC)C[C@H]1C	2	5	11	14	17	22	26	30	33	39
TKC004121	C=C1[C@@H](O)C[C@H](C(C)C)[C@@H]2[C@H]1[C@H]1C[C@](C)(O)[C@@H](OC(=O)Cc3ccccc3)CC[C@@](C)(OC(=O)CCC)[C@@H]2O1	2	6	10	14	17	22	26	30	34	39
TKC017268	COc1cc([C@@H]2Oc3c(C(C)C)cc4c(=O)cc5c(cc4c3O[C@H]2CO)C=CC(=O)C5(C)C)ccc1O	2	7	10	14	17	22	25	30	36	38
TKC017758	C=C1CC[C@@H]2CCC(=O)[C@@](O)([C@@H](O)C/C(C)=C/C(=O)C1)C2(C)C	1	8	10	14	17	21	25	30	33	39
TKC025595	CC1=CC(=O)C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC[C@H](O)C(C)(C)O)=CC1=O	2	6	11	14	17	21	27	30	33	38
TKC027399	C/C(=C\CC[C@]1(C)C=Cc2cc(O)c(C)cc2O1)Cc1cc(C)co1	1	8	11	14	17	21	26	29	35	38
TKC030378	C=C1C[C@H](OC(=O)CC(C)(C)O)[C@H]2C(=C)C(=O)O[C@@H]2[C@H]2C(=C)[C@@H](O)C[C@@H]12	1	7	10	14	17	22	25	30	33	39
TKC041110	C=C1C[C@H](OC(=O)[C@@](C)(O)CO)[C@H]2[C@H](CN3CCC[C@H]3C(=O)O)C(=O)O[C@@H]2[C@H]2C(=C)[C@@H](O)C[C@@H]12	2	6	9	14	18	23	26	31	33	39
TKC041113	C=C1C[C@H](O)[C@H]2[C@H](CN[C@@H](Cc3c[nH]c4ccccc34)C(=O)O)C(=O)O[C@@H]2[C@H]2C(=C)[C@@H](O)C[C@@H]12	2	6	10	14	18	22	26	31	35	38
TKC044763	CC1=C[C@H]2[C@H](C(C)C)CC[C@](C)(O)[C@@H]2CC1	1	8	10	13	17	21	25	29	33	40
TKC047648	CC(C)CC(=O)C[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4[C@](C)(C(=O)O)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C	2	7	11	14	17	21	26	30	33	40
TKC049336	CC(C)=C/C=C/C(C)=C/C=C/C(C)=C1\C(=O)C[C@@H]2[C@]1(C)CC[C@H]1[C@@](C)(CO)[C@H](O)CC[C@]21C	2	6	11	14	17	21	26	29	33	39
TKC053645	C=C(C)[C@@H]1C[C@H](O)C2=C(C(=O)C[C@]3(C)[C@@H]([C@H](C)CCC(=O)OC)CC[C@@]23C)[C@@]1(C)CCC(=O)O	2	6	11	14	17	22	26	30	33	39
TKC053846	CC[C@](C)(OC(C)=O)C(=O)O[C@H]1C(=O)O[C@@H]2C[C@H]3C(C)=C[C@H](O)[C@@H](O)[C@]3(C)[C@@H]3[C@@]24CO[C@@]3(O)[C@H](O)[C@H](C)[C@H]14	2	6	10	14	18	23	25	31	33	40
TKC053883	CC[C@@H](C)C(=O)O[C@H]1C(=O)O[C@@H]2C[C@H]3C(C)=C[C@H](O)[C@@H](O)[C@]3(C)[C@@H]3[C@@]24CO[C@@]3(O)[C@H](O)[C@H](C)[C@H]14	2	6	10	14	18	22	25	31	33	40
TKC054987	C/C(=C\CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@H](O)CC[C@@]45C[C@@]35CC[C@]12C)C(=O)O	2	7	11	14	17	21	26	29	33	40
TKC055284	C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)/C=C/c6ccc(O)cc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12	3	5	12	15	17	22	26	30	34	39
TKC055317	C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)/C=C/c6ccc(O)c(OC)c6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12	3	5	12	15	17	22	26	30	34	39
TKC055458	CC(=O)/C=C/C[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C	2	7	11	14	17	21	25	29	33	40
TKC056124	C=C1C(=O)O[C@@H]2C[C@H]3[C@]4(C)CC[C@H]([C@H](C)CC(=O)CC(C)(C)O)[C@@]4(C)CC[C@]34C[C@]4(CCC(=O)OC)[C@H]12	2	6	11	14	17	22	26	30	33	40
TKC060886	C=C1C(=O)O[C@@H]2C[C@H]3[C@]4(C)CC[C@H]([C@H](C)CC(=O)C=C(C)C)[C@@]4(C)CC[C@]34C[C@]4(CCC(=O)O)[C@H]12	2	6	11	14	17	22	26	30	33	39
TKC060887	C=C1C(=O)O[C@@H]2C[C@H]3[C@]4(C)CC[C@H]([C@H](C)CC(=O)C=C(C)C)[C@@]4(C)CC[C@]34C[C@]4(CCC(=O)OC)[C@H]12	2	6	11	14	17	22	26	30	33	39
TKC065861	COC(=O)[C@]12OC[C@@]34[C@H]1[C@@H](OC(=O)/C=C(\C)C(C)(C)OC(C)=O)C(=O)O[C@@H]3C[C@H]1[C@H](C)CC(=O)[C@@H](O)[C@]1(C)[C@H]4[C@@H](O)[C@@H]2O	3	6	10	14	18	23	26	31	33	39
TKC065863	COC(=O)[C@@]12OC[C@]34[C@H]([C@@H](O)[C@@H]1O)[C@@]1(C)C(=O)[C@@H](O)C[C@@H](C)[C@@H]1C[C@H]3OC(=O)[C@H](OC(=O)/C=C(\C)C(C)C)[C@@H]24	2	6	10	14	18	23	25	31	33	39
TKC066034	C=C(CO)[C@@H]1CC[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CC(=O)C=C(C)C)CC[C@@]23C)C[C@]12CCC(=O)O2	2	6	11	14	17	21	26	30	33	40
TKC069078	C/C(=C\C(O)C[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)C(=O)CC[C@@]45C[C@@]35CC[C@]12C)C(=O)O	2	7	11	14	17	21	26	30	33	40
TKC078790	C=C1CC[C@H]2[C@@](C)(CC[C@@H](OC(C)=O)[C@@]2(C)COC(C)=O)[C@@H]1C/C=C1/C(=O)OC[C@H]1OC(C)=O	2	6	10	14	17	22	26	30	33	39
TKC078791	C=C1CC[C@H]2[C@@](C)(CC[C@H]3OC(C)(C)OC[C@@]23C)[C@@H]1C/C=C1/C(=O)OC[C@H]1O	1	7	10	14	17	22	25	30	33	39
TKC078793	C=C1CC[C@H]2[C@@](C)(CC[C@@H](OC(C)=O)[C@@]2(C)CO)[C@@H]1C/C=C1/C(=O)OC[C@H]1O	1	7	10	14	17	22	25	30	33	39
TKC078798	C=C1CC[C@H]2[C@@](C)(CC[C@@H](O)[C@@]2(C)COC(C)=O)[C@@H]1C/C=C1/C(=O)OC[C@H]1O	1	7	10	14	17	22	25	30	33	39
TKC078801	C=C1CC[C@H]2[C@@](C)(CC[C@@H](OC(C)=O)[C@@]2(C)CO)[C@@H]1C/C=C1/C(=O)OC[C@H]1OC(C)=O	2	6	10	14	17	22	26	30	33	39
TKC078802	C=C1CC[C@H]2[C@@](C)(CC[C@@H](OC(C)=O)[C@@]2(C)COC(C)=O)[C@@H]1C/C=C1/C(=O)OC[C@H]1O	2	6	10	14	17	22	26	30	33	39
TKC081194	CC(C)CCC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1CC3	2	7	12	14	17	21	26	29	33	40
TKC081311	CC(C)C(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)C=C[C@]4(C)[C@H]3CC[C@@]21C	1	7	11	14	17	21	26	29	33	40
TKC101952	C=C/C(C)=C/C[C@@]1(C)[C@@H]2C[C@H](OC(=O)[C@H](C)CC)C=C3[C@@H](OC(C)=O)O[C@@H](OC(C)=O)[C@]32[C@@H](O)C[C@H]1C	2	6	10	14	17	22	26	30	33	39
TKC101953	C=C/C(C)=C/C[C@@]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](C)CC)C=C3[C@@H](OC(C)=O)O[C@@H](OC(C)=O)[C@]32[C@@H](O)C[C@H]1C	2	6	10	14	17	22	26	30	33	39
TKC103774	C=C1C(=O)O[C@@H]2[C@@H]1CC/C(C)=C/CC[C@]1(C)O[C@H]21	1	6	10	13	17	21	25	29	33	39
